Date,Open,High,Low,Close,Adj Close,Volume
07/03/2017,141.990005,142.399994,140.380005,141.429993,141.429993,4241000
08/03/2017,141.470001,142.059998,139.770004,140.320007,140.320007,4085500
09/03/2017,140.039993,141.240005,139.740005,140.529999,140.529999,2652700
10/03/2017,141.389999,141.800003,140.279999,140.889999,140.889999,3318500
13/03/2017,140.899994,143.710007,140.320007,143.520004,143.520004,4922400
14/03/2017,142.949997,143.309998,141.699997,143.190002,143.190002,4660300
15/03/2017,144.199997,145.520004,143.229996,145.25,145.25,5987200
16/03/2017,145.5,146.5,144.220001,144.389999,144.389999,5286500
17/03/2017,144.050003,145.759995,143.399994,145.110001,145.110001,6281300
20/03/2017,145.449997,146.25,144.580002,145.830002,145.830002,3421000
21/03/2017,146.75,147.699997,142.100006,142.419998,142.419998,7669800
22/03/2017,142.539993,143.800003,140.759995,142.649994,142.649994,6486900
23/03/2017,142.139999,142.889999,141.259995,141.839996,141.839996,3712600
24/03/2017,142.360001,142.800003,141.580002,142.020004,142.020004,3546600
27/03/2017,140.830002,144.389999,140,144.059998,144.059998,4771700
28/03/2017,144.100006,146.110001,143.919998,145.169998,145.169998,4638000
29/03/2017,145.5,147.179993,144.910004,146.470001,146.470001,3855000
30/03/2017,146.809998,148.289993,146.529999,148.059998,148.059998,4461100
31/03/2017,148,148.229996,147.330002,147.809998,147.809998,3888200
03/04/2017,146.699997,148.009995,145.740005,146.919998,146.919998,4609300
04/04/2017,146.839996,147.089996,144.889999,145.5,145.5,4368900
05/04/2017,146.190002,146.25,143.259995,143.619995,143.619995,4607600
06/04/2017,144,144.139999,143.009995,143.740005,143.740005,3312400
07/04/2017,143.789993,143.889999,142.710007,143.110001,143.110001,3040500
10/04/2017,143.039993,144.649994,141.210007,143.850006,143.850006,5807400
11/04/2017,144.279999,144.539993,141.979996,144.350006,144.350006,4621500
12/04/2017,144.850006,145.740005,143.550003,143.830002,143.830002,4387000
13/04/2017,144.25,144.550003,142.759995,142.919998,142.919998,3685800
17/04/2017,144.429993,147.320007,144.429993,147.25,147.25,16364700
18/04/2017,147.339996,147.399994,140,143.360001,143.360001,19671000
19/04/2017,143.369995,144,138.660004,139.759995,139.759995,12395100
20/04/2017,140.300003,141.800003,139.270004,141.179993,141.179993,7248200
21/04/2017,141.389999,143.029999,140.899994,142.869995,142.869995,6824800
24/04/2017,143.610001,144.5,143.399994,143.830002,143.830002,4800900
25/04/2017,147.460007,153.520004,146.220001,152.160004,152.160004,20674200
26/04/2017,151.529999,152.149994,148.899994,150.169998,150.169998,9274100
27/04/2017,150.600006,153.490005,149.300003,153.080002,153.080002,7719400
28/04/2017,152.710007,152.970001,150.940002,152.199997,152.199997,6366200
01/05/2017,151.910004,157.699997,151.610001,155.350006,155.350006,9031600
02/05/2017,155.759995,156.5,154.610001,156.449997,156.449997,5384800
03/05/2017,156.289993,156.539993,154.880005,155.589996,155.589996,3931200
04/05/2017,155.589996,157.899994,154.550003,157.25,157.25,5582300
05/05/2017,158.550003,158.589996,155.899994,156.600006,156.600006,5341700
08/05/2017,156.550003,157.639999,155.300003,156.380005,156.380005,4818800
09/05/2017,156.100006,157.850006,155.970001,157.460007,157.460007,3911000
10/05/2017,157.820007,161.100006,156.559998,160.279999,160.279999,6869900
11/05/2017,160.330002,160.520004,157.550003,158.539993,158.539993,5677400
12/05/2017,159.110001,160.839996,158.509995,160.809998,160.809998,5092900
15/05/2017,160.25,161.779999,159.759995,160.020004,160.020004,4972000
16/05/2017,160.5,161.179993,159.330002,159.410004,159.410004,3464900
17/05/2017,158.089996,158.779999,153,153.199997,153.199997,8184500
18/05/2017,153.610001,156.889999,153.240005,155.699997,155.699997,6802700
19/05/2017,156.149994,158.050003,155.910004,157.020004,157.020004,4091500
22/05/2017,157.860001,158.600006,156.429993,157.160004,157.160004,3744100
23/05/2017,157.75,158.309998,156.800003,157.949997,157.949997,3370900
24/05/2017,158.350006,158.479996,157.169998,157.75,157.75,2970800
25/05/2017,161,164.100006,160.550003,163.050003,163.050003,8561000
26/05/2017,162.839996,163.050003,161.119995,162.429993,162.429993,4834300
30/05/2017,163.600006,164.75,162.710007,163.220001,163.220001,4828600
31/05/2017,163.610001,164,160.740005,163.070007,163.070007,5328900
01/06/2017,163.520004,163.929993,161.699997,162.990005,162.990005,3896300
02/06/2017,163.419998,165.360001,162.800003,165.179993,165.179993,4259100
05/06/2017,165.490005,165.5,163.429993,165.059998,165.059998,3875200
06/06/2017,164.949997,166.820007,164.509995,165.169998,165.169998,4382100
07/06/2017,165.600006,166.399994,164.410004,165.610001,165.610001,3353100
08/06/2017,166.119995,166.869995,164.839996,165.880005,165.880005,3719100
09/06/2017,166.270004,166.270004,154.5,158.029999,158.029999,10292000
12/06/2017,155.300003,155.529999,148.309998,151.440002,151.440002,14114500
13/06/2017,154.380005,155.679993,150.130005,152.720001,152.720001,8484700
14/06/2017,154.339996,155.619995,150.279999,152.199997,152.199997,6461800
15/06/2017,149.440002,152.559998,147.300003,151.759995,151.759995,7319700
16/06/2017,151.449997,153.529999,150.389999,152.380005,152.380005,6909700
19/06/2017,154.289993,155.580002,152.410004,153.399994,153.399994,6544300
20/06/2017,153.679993,154.5,151.399994,152.050003,152.050003,4878700
21/06/2017,152.5,155.380005,152.259995,155.029999,155.029999,5803400
22/06/2017,155.130005,155.199997,153.699997,154.889999,154.889999,3769200
23/06/2017,155.009995,158.190002,153.759995,158.020004,158.020004,6250800
26/06/2017,158.779999,159.970001,156.559998,157.5,157.5,6016000
27/06/2017,156.619995,156.979996,150.720001,151.029999,151.029999,7424300
28/06/2017,151.639999,154.199997,150.119995,153.410004,153.410004,5589900
29/06/2017,152.820007,152.820007,148,150.089996,150.089996,7142500
30/06/2017,149.759995,150.710007,148.419998,149.410004,149.410004,5213300
03/07/2017,149.800003,150.449997,145.800003,146.169998,146.169998,3908200
05/07/2017,146.580002,148.259995,145.580002,147.610001,147.610001,4627800
06/07/2017,146.130005,147.270004,144.25,146.25,146.25,5486500
07/07/2017,146.649994,150.75,146.649994,150.179993,150.179993,5561300
10/07/2017,150.339996,153.229996,149.649994,152.669998,152.669998,5360600
11/07/2017,152.369995,155.229996,151.550003,154.330002,154.330002,4898600
12/07/2017,155.770004,158.800003,155.770004,158.75,158.75,8481800
13/07/2017,158.509995,160.130005,156.979996,158.210007,158.210007,6700100
14/07/2017,159.300003,161.350006,157.970001,161.119995,161.119995,5549200
17/07/2017,162.910004,163.550003,160.020004,161.699997,161.699997,17496700
18/07/2017,176.119995,185,174.240005,183.600006,183.600006,41587400
19/07/2017,182.970001,187.169998,181.75,183.860001,183.860001,17344300
20/07/2017,183.839996,185.919998,182.699997,183.600006,183.600006,7907200
21/07/2017,182.720001,191.5,182.710007,188.539993,188.539993,9277400
24/07/2017,188.690002,190.25,187.009995,187.910004,187.910004,8797300
25/07/2017,187.789993,188.660004,185.809998,186.970001,186.970001,5374500
26/07/2017,187.699997,189.699997,187.509995,189.080002,189.080002,4479300
27/07/2017,189.889999,190,179.380005,182.679993,182.679993,11221000
28/07/2017,182,185.029999,181.179993,184.039993,184.039993,6201900
31/07/2017,184.259995,184.970001,180.649994,181.660004,181.660004,4883600
01/08/2017,182.490005,184.619995,181.429993,182.029999,182.029999,5112700
02/08/2017,182.220001,182.570007,177.809998,180.740005,180.740005,5771300
03/08/2017,180.529999,181.220001,178.020004,179.229996,179.229996,4627700
04/08/2017,179.600006,181,178.5,180.270004,180.270004,4491100
07/08/2017,181,182.270004,179.100006,181.330002,181.330002,4609800
08/08/2017,181.369995,181.910004,177.449997,178.360001,178.360001,6104000
09/08/2017,171.429993,175.960007,170.009995,175.779999,175.779999,9670500
10/08/2017,174.029999,174.449997,167.600006,169.139999,169.139999,9693100
11/08/2017,169.860001,172.580002,169,171.399994,171.399994,5022300
14/08/2017,169.800003,172.449997,168.800003,171,171,7468400
15/08/2017,171.529999,171.880005,168.25,168.5,168.5,5656100
16/08/2017,167.5,170.5,166.25,169.979996,169.979996,7013600
17/08/2017,169.229996,170.580002,165.720001,166.089996,166.089996,5229200
18/08/2017,165.949997,169.970001,165.800003,166.539993,166.539993,7385700
21/08/2017,166.910004,168.990005,164.229996,166.759995,166.759995,6480700
22/08/2017,167.759995,169.929993,167.039993,169.339996,169.339996,4886300
23/08/2017,168.350006,169.639999,166.699997,169.059998,169.059998,4632300
24/08/2017,169.860001,171.240005,166.149994,168.130005,168.130005,5361700
25/08/2017,168.580002,168.75,165.5,165.949997,165.949997,4064000
28/08/2017,166.429993,168.669998,165.600006,167.119995,167.119995,3657300
29/08/2017,165,169.679993,164.729996,168.809998,168.809998,4620900
30/08/2017,169.5,174.850006,169.369995,174.690002,174.690002,8034700
31/08/2017,175.449997,176.240005,173.860001,174.710007,174.710007,6941000
01/09/2017,175.550003,176.479996,173.919998,174.740005,174.740005,3813000
05/09/2017,173.399994,175.880005,172.440002,174.520004,174.520004,4589500
06/09/2017,175.25,179.460007,173.729996,179.25,179.25,8742600
07/09/2017,178.800003,180.350006,177.100006,179,179,6036100
08/09/2017,178.449997,180.389999,176.25,176.419998,176.419998,4590800
11/09/2017,178.100006,182.470001,178.029999,181.740005,181.740005,5979400
12/09/2017,182.550003,185.330002,180.639999,185.149994,185.149994,6689600
13/09/2017,184.070007,184.5,182.550003,183.639999,183.639999,4320300
14/09/2017,183.25,185.289993,182.070007,182.630005,182.630005,4510700
15/09/2017,182.729996,184.929993,181.429993,182.350006,182.350006,5591700
18/09/2017,183.610001,185.449997,182.729996,184.619995,184.619995,5359600
19/09/2017,184.979996,186.229996,184.169998,185.679993,185.679993,4982100
20/09/2017,186.100006,186.5,183.199997,185.509995,185.509995,4625000
21/09/2017,185.820007,189.949997,184.509995,188.779999,188.779999,7148100
22/09/2017,188.399994,189.850006,186.389999,187.350006,187.350006,5464300
25/09/2017,186.460007,186.550003,177.699997,178.550003,178.550003,9367200
26/09/2017,180.699997,180.949997,176.550003,179.380005,179.380005,5602500
27/09/2017,181.009995,183.339996,180.699997,181.970001,181.970001,5710500
28/09/2017,181.25,181.949997,179.360001,180.699997,180.699997,4077000
29/09/2017,180.729996,182.899994,180.649994,181.350006,181.350006,4227900
02/10/2017,182.110001,182.800003,176.580002,177.009995,177.009995,7342000
03/10/2017,177.649994,179.699997,177.550003,179.190002,179.190002,3956900
04/10/2017,181.410004,186.699997,181.25,184.449997,184.449997,9235900
05/10/2017,185.649994,194.490005,184.490005,194.389999,194.389999,19412700
06/10/2017,194.300003,198.919998,192.050003,198.020004,198.020004,15348400
09/10/2017,199.100006,199.399994,196.559998,196.869995,196.869995,6971700
10/10/2017,197.850006,198.300003,192.100006,195.080002,195.080002,6233800
11/10/2017,195.570007,196.220001,193.809998,194.949997,194.949997,6450200
12/10/2017,196.75,198.619995,194.710007,195.860001,195.860001,7753300
13/10/2017,199.699997,200.820007,197.190002,199.490005,199.490005,12081300
16/10/2017,201.949997,202.830002,197.860001,202.679993,202.679993,22105400
17/10/2017,200.110001,204.380005,197.770004,199.479996,199.479996,23900100
18/10/2017,199.990005,200.009995,194.25,195.539993,195.539993,11198900
19/10/2017,193.009995,195.25,191.160004,195.130005,195.130005,7034600
20/10/2017,195.899994,196.380005,193.770004,194.160004,194.160004,5995600
23/10/2017,194.169998,194.899994,191.029999,192.470001,192.470001,6980000
24/10/2017,192.75,196.740005,191.399994,196.020004,196.020004,7069100
25/10/2017,195.380005,197.059998,193.009995,193.770004,193.770004,5315300
26/10/2017,194.660004,197.610001,194.080002,195.210007,195.210007,5185800
27/10/2017,197.199997,200.649994,196.220001,199.539993,199.539993,8128600
30/10/2017,199.619995,201.100006,197.070007,198.369995,198.369995,5439600
31/10/2017,198.210007,198.589996,195.220001,196.429993,196.429993,5518600
01/11/2017,197.240005,199.199997,196,198,198,5017400
02/11/2017,197.449997,199.440002,197.089996,199.320007,199.320007,3606300
03/11/2017,199.800003,200.550003,197.990005,200.009995,200.009995,3678800
06/11/2017,200,202.479996,198.089996,200.130005,200.130005,5846600
07/11/2017,200,200.610001,194.800003,195.889999,195.889999,6468000
08/11/2017,196,197.089996,194.740005,196.440002,196.440002,4237400
09/11/2017,194.460007,194.490005,190.809998,193.899994,193.899994,5979900
10/11/2017,191.610001,192.589996,189.5,192.020004,192.020004,6622200
13/11/2017,191.119995,196.050003,191,195.080002,195.080002,4607000
14/11/2017,193.639999,195.880005,193,195.710007,195.710007,3450500
15/11/2017,194.539993,195.419998,191.529999,192.119995,192.119995,4203100
16/11/2017,194.330002,197.699997,193.75,195.509995,195.509995,5678400
17/11/2017,195.740005,195.949997,192.649994,193.199997,193.199997,3906300
20/11/2017,193.300003,194.320007,191.899994,194.100006,194.100006,3827500
21/11/2017,195.039993,197.520004,194.970001,196.229996,196.229996,4787300
22/11/2017,196.580002,196.75,193.630005,196.320007,196.320007,5895400
24/11/2017,196.649994,196.899994,195.330002,195.75,195.75,2160500
27/11/2017,195.559998,195.850006,194,195.050003,195.050003,3210100
28/11/2017,195.339996,199.679993,194.009995,199.179993,199.179993,6981100
29/11/2017,198.910004,199.029999,184.320007,188.149994,188.149994,14202700
30/11/2017,190.309998,190.860001,186.679993,187.580002,187.580002,6630100
01/12/2017,186.990005,189.800003,185,186.820007,186.820007,6219500
04/12/2017,189.360001,189.720001,178.380005,184.039993,184.039993,9069800
05/12/2017,183.5,188.139999,181.190002,184.210007,184.210007,5783700
06/12/2017,183.380005,186.479996,182.880005,185.300003,185.300003,5490100
07/12/2017,185.710007,187.339996,183.220001,185.199997,185.199997,4659500
08/12/2017,186.5,189.419998,186.300003,188.539993,188.539993,4987300
11/12/2017,187.850006,189.419998,185.910004,186.220001,186.220001,5298600
12/12/2017,186.009995,187.850006,184.820007,185.729996,185.729996,4265900
13/12/2017,186.100006,188.690002,185.410004,187.860001,187.860001,4710000
14/12/2017,187.979996,192.639999,187.199997,189.559998,189.559998,7792800
15/12/2017,189.610001,191.429993,188.009995,190.119995,190.119995,7285600
18/12/2017,191.199997,191.649994,188.899994,190.419998,190.419998,5011000
19/12/2017,190.179993,190.300003,185.75,187.020004,187.020004,7033000
20/12/2017,187.940002,189.110001,185.259995,188.820007,188.820007,6545400
21/12/2017,189.440002,190.949997,187.580002,188.619995,188.619995,4729800
22/12/2017,188.330002,190.949997,186.800003,189.940002,189.940002,3878900
26/12/2017,189.779999,189.940002,186.399994,187.759995,187.759995,3045700
27/12/2017,187.800003,188.100006,185.220001,186.240005,186.240005,4002100
28/12/2017,187.179993,194.490005,186.850006,192.710007,192.710007,10107400
29/12/2017,192.509995,193.949997,191.220001,191.960007,191.960007,5187600
02/01/2018,196.100006,201.649994,195.419998,201.070007,201.070007,10966900
03/01/2018,202.050003,206.210007,201.5,205.050003,205.050003,8591400
04/01/2018,206.199997,207.050003,204,205.630005,205.630005,6029600
05/01/2018,207.25,210.020004,205.589996,209.990005,209.990005,7033200
08/01/2018,210.020004,212.5,208.440002,212.050003,212.050003,5580200
09/01/2018,212.110001,212.979996,208.589996,209.309998,209.309998,6125900
10/01/2018,207.570007,213.639999,206.910004,212.520004,212.520004,5951500
11/01/2018,214.289993,217.75,213.350006,217.240005,217.240005,7659500
12/01/2018,217.179993,222.550003,216,221.229996,221.229996,8199400
16/01/2018,224.240005,226.070007,217.199997,221.529999,221.529999,13516100
17/01/2018,221,221.149994,216.320007,217.5,217.5,9123100
18/01/2018,220.339996,220.580002,216.550003,220.330002,220.330002,8225300
19/01/2018,222.75,223.490005,218.5,220.460007,220.460007,10548600
22/01/2018,222,227.789993,221.199997,227.580002,227.580002,17703300
23/01/2018,255.050003,257.709991,248.020004,250.289993,250.289993,27705300
24/01/2018,250.880005,261.709991,249.309998,261.299988,261.299988,17352400
25/01/2018,263,272.299988,260.230011,269.700012,269.700012,15336400
26/01/2018,271.48999,274.600006,268.76001,274.600006,274.600006,11021800
29/01/2018,274.200012,286.809998,273.920013,284.589996,284.589996,17529700
30/01/2018,277,282.730011,272.700012,278.799988,278.799988,12482900
31/01/2018,281.940002,282.290009,269.579987,270.299988,270.299988,11695100
01/02/2018,266.410004,271.950012,263.380005,265.070007,265.070007,9669000
02/02/2018,263,270.619995,262.709991,267.429993,267.429993,9123600
05/02/2018,262,267.899994,250.029999,254.259995,254.259995,11896100
06/02/2018,247.699997,266.700012,245,265.720001,265.720001,12595800
07/02/2018,266.579987,272.450012,264.329987,264.559998,264.559998,8981500
08/02/2018,267.079987,267.619995,250,250.100006,250.100006,9306700
09/02/2018,253.850006,255.800003,236.110001,249.470001,249.470001,16906900
